queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
387,FC2515-P10-R0023,江苏,23,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,孙力斌,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
388,FC2515-P10-R0024,江苏,24,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周荣,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
389,FC2515-P10-R0025,江苏,25,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周立宸,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
390,FC2515-P10-R0026,江苏,26,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,单建华,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
391,FC2515-P10-R0027,江苏,27,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,宫长义,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
392,FC2515-P10-R0028,江苏,28,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,袁永刚,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
393,FC2515-P10-R0029,江苏,29,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪文彬,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
394,FC2515-P10-R0030,江苏,30,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,薛驰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
395,FC2515-P10-R0031,江苏,31,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王卫,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
396,FC2515-P10-R0032,江苏,32,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王燕清,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
397,FC2515-P10-R0033,江苏,33,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱钰峰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
398,FC2515-P10-R0035,江苏,35,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘聪,江苏省工商业联合会 / 江苏省总商会,主席 / 会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
399,FC2515-P10-R0036,江苏,36,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,顾万峰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,"The source carries the former 常务副主席 role, but the latest official July 2026 Jiangsu federation leadership roster names 刘军 as current 常务副主席; no sufficiently current authoritative evidence safely establishes 顾万峰's present organization/title."
400,FC2515-P10-R0037,江苏,37,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,李晓林,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
401,FC2515-P10-R0038,江苏,38,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,郭东升,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,郭东升 appears in the older source role but is absent from the latest official July 2026 Jiangsu federation standing-committee/leadership roster; targeted current-role search did not produce sufficiently fresh authoritative evidence to assign a present organization/title safely.
402,FC2515-P10-R0039,江苏,39,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,熊杰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,熊杰 appears in the older source role but is absent from the latest official July 2026 Jiangsu federation standing-committee/leadership roster; targeted current-role search did not produce sufficiently fresh authoritative evidence to assign a present organization/title safely.
403,FC2515-P10-R0040,江苏,40,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴卫东,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
404,FC2515-P10-R0041,江苏,41,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,李兰翔,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,李兰翔 appears in the older source role but is absent from the latest official July 2026 Jiangsu federation standing-committee/leadership roster; targeted current-role search did not produce sufficiently fresh authoritative evidence to assign a present organization/title safely.
405,FC2515-P10-R0042,江苏,42,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周海江,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
406,FC2515-P10-R0043,江苏,43,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,沈彬,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
407,FC2515-P10-R0044,江苏,44,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,崔根良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
408,FC2515-P10-R0045,江苏,45,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周江,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
409,FC2515-P10-R0046,江苏,46,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,昝圣达,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
410,FC2515-P10-R0047,江苏,47,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,殷爱国,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
411,FC2515-P10-R0048,江苏,48,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋东良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
412,FC2515-P10-R0049,江苏,49,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周立成,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
413,FC2515-P10-R0050,江苏,50,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐翔,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
414,FC2515-P10-R0051,江苏,51,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋立,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
415,FC2515-P10-R0052,江苏,52,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,陈建华,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
416,FC2515-P10-R0053,江苏,53,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪汉根,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
417,FC2515-P10-R0054,江苏,54,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴培服,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
418,FC2515-P10-R0055,江苏,55,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,肖伟,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
419,FC2515-P10-R0056,江苏,56,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,孙力斌,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
420,FC2515-P10-R0057,江苏,57,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周立宸,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
421,FC2515-P10-R0058,江苏,58,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪文彬,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
422,FC2515-P10-R0059,江苏,59,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,袁永刚,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
423,FC2515-P10-R0060,江苏,60,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周荣,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
424,FC2515-P10-R0061,江苏,61,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,宫长义,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
425,FC2515-P10-R0062,江苏,62,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,单建华,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
426,FC2515-P10-R0063,江苏,63,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,薛驰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
427,FC2515-P10-R0064,江苏,64,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,任晋生,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
428,FC2515-P10-R0065,江苏,65,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,张丽,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
429,FC2515-P10-R0066,江苏,66,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,李海斌,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
430,FC2515-P10-R0067,江苏,67,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王卫,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
431,FC2515-P10-R0068,江苏,68,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴毅,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
432,FC2515-P10-R0069,江苏,69,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王燕清,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
433,FC2515-P10-R0070,江苏,70,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐云飞,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
434,FC2515-P10-R0071,江苏,71,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,邵丹薇,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
435,FC2515-P10-R0072,江苏,72,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,钱京,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
436,FC2515-P10-R0073,江苏,73,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁勤,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
437,FC2515-P10-R0074,江苏,74,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐浩宇,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
438,FC2515-P10-R0075,江苏,75,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,陈惠,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
439,FC2515-P10-R0076,江苏,76,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,梁泽泉,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
440,FC2515-P10-R0077,江苏,77,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,曹明拓,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
441,FC2515-P10-R0078,江苏,78,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱钰峰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
442,FC2515-P10-R0079,江苏,79,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,李晓冬,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
443,FC2515-P10-R0080,江苏,80,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐志军,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
444,FC2515-P10-R0081,江苏,81,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁铭,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
445,FC2515-P10-R0082,江苏,82,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁先喜,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
446,FC2515-P10-R0083,江苏,83,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁志鸿,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
447,FC2515-P10-R0084,江苏,84,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,丁剑光,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
448,FC2515-P10-R0085,江苏,85,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王卫,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
449,FC2515-P10-R0086,江苏,86,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王雷,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
450,FC2515-P10-R0087,江苏,87,HISTORICAL_SOURCE_IDENTITY_CURRENT_ROLE_UNRESOLVED,王红卫,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,"Absent from the latest July-2026 Jiangsu standing-committee roster and latest published executive roster. A current Jiangsu High Court official with the same name is a documented Tianjin-transferred jurist, so that homonym was explicitly rejected; no safe identity bridge to the source person was found."
451,FC2515-P10-R0088,江苏,88,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王春华,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
452,FC2515-P10-R0089,江苏,89,CURRENT_ROLE_CONFIRMED_WITH_ROLE_HISTORY_BRIDGE,王益冰,苏州市司法局,党组书记、局长,CURRENT_ORG_TITLE_CONFIRMED,A,https://sfj.suzhou.gov.cn/sfj/sfjldxx/202110/883a7d4b88954ba5943930fea4f87b6e.shtml,
453,FC2515-P10-R0090,江苏,90,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王海永,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
454,FC2515-P10-R0091,江苏,91,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王敏其,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
455,FC2515-P10-R0092,江苏,92,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王强众,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
456,FC2515-P10-R0093,江苏,93,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王锦辉,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
457,FC2515-P10-R0094,江苏,94,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,王燕清,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
458,FC2515-P10-R0095,江苏,95,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,尹家豪,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
459,FC2515-P10-R0096,江苏,96,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,石磊,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
460,FC2515-P10-R0097,江苏,97,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,卢明立,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
461,FC2515-P10-R0098,江苏,98,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,卢道富,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
462,FC2515-P10-R0099,江苏,99,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,邢青松,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
463,FC2515-P10-R0100,江苏,100,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱晓东,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
464,FC2515-P10-R0101,江苏,101,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,朱钰峰,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
465,FC2515-P10-R0102,江苏,102,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,任晋生,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
466,FC2515-P10-R0103,江苏,103,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘聪,江苏省工商业联合会 / 江苏省总商会,主席 / 会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
467,FC2515-P10-R0104,江苏,104,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘学进,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
468,FC2515-P10-R0105,江苏,105,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘海涛,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
469,FC2515-P10-R0106,江苏,106,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,羊栋,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
470,FC2515-P10-R0107,江苏,107,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,江楠,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
471,FC2515-P10-R0108,江苏,108,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,汤冬青,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
472,FC2515-P10-R0109,江苏,109,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,安继文,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
473,FC2515-P10-R0110,江苏,110,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,许岗,江苏省工商业联合会,常务委员,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
474,FC2515-P10-R0111,江苏,111,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,孙力斌,江苏省总商会,副会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
